simulation_id,Expected_Rew,Expected_WU,PCronograma,PGestor,Variacao_Capacidade_Base_Pct,SimTime,PercAccomplished,WD,WRemaining
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,17,55.1301231,40445.6211,22553.6953
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,18,57.2524071,42251.9062,22057.4551
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,19,60.1672554,44523.2383,20478.1758
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,20,65.1774597,47673.8242,17344.1582
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,21,67.9938889,49408.9336,15609.0527
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,22,70.7773514,51128.5977,13889.3916
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,23,71.4285736,51457.9883,13560
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,24,72.459877,52129.6016,12891.667
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,25,73.4887619,52801.2188,12230.9512
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,26,74.508667,53472.8359,11590.1738
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,27,75.5029449,54144.4492,10992.9043
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,28,76.4402771,54816.0703,10474.0234
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,29,77.2793198,55487.7773,10069.7129
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,30,77.9901581,56160.6055,9795.7959
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,31,78.5869751,56842.4414,9621.07031
400,17.0846634,24.6776619,18.2087364,13.6418009,14.9624605,32,79.1582642,57569.4023,9443.45898
